instructor,time,location,maxcap,srmajor,jrmajor,available,grad,srnon,jrnon,so,fr,ispoi,section,code,sem,division,gradingmode,prereq,fulfills,title,iscross,description
"Sena,Yunchiahn Chen",..T.R.. 02:40PM-04:00PM;,WYL113;,19,5,5,11,NA,2,2,5,0,FALSE,01,ARHA278,Fall2015,HA ART,Graded,None,(ARHA-MN)(ARHA)(ARHA-Asian/Isla)(ARHA-Eur/Am/Afr)(ARST)(CEAS-MN)(CEAS)(CEAS-Arha/Art),Goddesses and Heroines: Images of Women in the Art of China and Taiwan,TRUE,"This course examines the history of visual representations of women in China and Taiwan from the 12th to the early 20th century. During this period, images of women increasingly appeared in the art of China and Taiwan as guardians and advocates for the weak and the suffering, as well as political or moral allegories. These mythical and legendary figures, such as Guanyin, Mazu, and Nie Xiaoqian, empowered both women and men who were in poverty, peril, or despair. Their heroic and divine images combine traits of feminine qualities highlighted in a male-chauvinistic tradition and symbols of a mega-being beyond any gender-specific definition. By tracing the formation and transformation of images of women in the art of China and Taiwan, this course will explore three themes: (1) the development of female cults in the visual cultures of China and Taiwan; (2) the relationship of feminine representation, human morality, and divine power in Chinese and Taiwanese societies; (3) the negotiation of political and cultural identities in these societies through the appropriation of female images. The goal of this course is to offer students contextualized knowledge about women's roles in the arts and visual cultures of China and Taiwan."
"Wagoner,Phillip B.",...W.F. 11:00AM-12:20PM;,WYL110;,24,5,5,16,NA,5,5,4,0,FALSE,01,ARHA286,Fall2015,HA ART,Graded,None,(ARHA-MN)(ARHA)(ARHA-Asian/Isla)(ARHA-Eur/Am/Afr)(ARST),"Empire and Erotica: Indian Painting, 1100-1900",FALSE,"The history of later Indian painting is dominated by two distinct stylistic traditions, one flourishing at the court of the Mughal empire, the other at the courts of the various Rajput dynasties that held sway in regions along the periphery of the Mughal domain. Despite complex historical relationships between the two traditions, modern scholarship has tended to emphasize their separate identities as distinct, isolable schools with mutually opposing stylistic and aesthetic ideals. Mughal painting is often characterized as naturalistic, rational, and political, while contemporary Rajput work is seen as lyrical, erotic, and spiritual in its approach. In this course, we will trace the history of the emergence and interaction of these two traditions of painting, beginning with the pre-Mughal and pre-Rajput traditions current before the 16th century and continuing to the transformation of the Mughal and Rajput traditions through British colonial patronage. The course strikes a balance between the modes of historical survey and thematic enquiry; some of the themes to be examined include the relationship between painting and literature, the structure of patronage and the degree of the patron's influence in shaping style, and the extent to which the Mughal and Rajput styles appropriated formal conventions from 16th-century European prints and paintings."
"Wagoner,Phillip B.",.M.W.F. 09:00AM-09:50AM;,WYL113;,19,1,1,13,NA,2,4,11,NA,FALSE,01,ARHA291,Fall2015,HA ART,Graded,None,(ARST)(HIST-MN)(RELI-MN)(RELI)(SISP-Reli Conc),"Duty, Power, Pleasure, Release: Key Themes in Classical Indian Thought",TRUE,"According to thinkers in classical India, the goals of life were fourfold: encompassing the pursuit of social-moral duty (dharma), economic and political power (artha), bodily pleasure (kama), and, finally, release from the endless cycle of birth, death, and rebirth (moksha). The four goals provide a useful key for understanding Indian intellectual history in its classical moment--roughly, the half millennium between the second and seventh centuries. This pivotal era witnessed the definition of new forms of social and political thought, the creation of new types of expressive literature in Sanskrit, and the crystallization of the Hindu religion. In this course, we explore classical Indian thought through a variety of theoretical and literary texts articulating the ideas and values of the age. Most of these works were originally written in Sanskrit, the ancient Indian language of culture and power that served as a lingua franca uniting vast portions of Southern Asia. The emphasis is on close reading and discussion of the translated texts themselves and critical engagement with the ideas and values they present."
"Mark,Peter A.",..T.R.. 01:10PM-02:30PM;,WYL112;,25,3,3,17,NA,5,5,5,4,FALSE,01,ARHA296,Fall2015,HA ART,Graded,None,(ARHA-MN)(ARHA)(ARHA-Asian/Isla)(ARHA-Eur/Am/Afr)(ARST),The Mountains in the History of Art,TRUE,"This course is a comparative study of mountains as artistic inspiration, focusing on the Alps and the Black Forest in Europe, and the Appalachians. We begin with Moses, the first mountain climber. We then turn to the first historical mountain climber: Oetzi, the 5,200 year-old man found frozen in the ice high in the Tyrolian Alps. We then turn to medieval Europe. There, passes through the Alps and the Black Forest were conduits for the transit of men, goods, and cultural forms. Mountains were not barriers but passageways that linked cultures. In 16th- and 17th-century Europe, Netherlandish artists--Breughel, Seghers, Ruisdael, Jos de Mompers--first gave full expression to the grandeur, far beyond a human scale, of Alpine scenery. Gradually, mountains came to be viewed as places of aesthetic beauty and as manifestation of the sublime. Romanticism, in the visual arts, poetry, and music, captures the experience of the Alps as both symbol and physical manifestation of the transcendent. In the paintings of C. D. Friedrich, Constable, and Turner, mountains become the means to express the concept of the Sublime. A deeper understanding of the Sublime may be found in the poetry of Wordsworth and Coleridge. In America, too, mid-19th century painters focused on the mountains, We will study Hudson River School artists represented in CT collections (Church, Cole). The mid-19th century saw the birth of mountaineering as a sport. We will read selections from narratives of climbing expeditions--Leslie Stephen, Mark Twain. After World War I, mountaineering took on a heightened spiritual dimension for men who had survived the horrors of trench warfare. In Austria and Germany, climbing was identified with the cult of physical prowess and, sadly, with National Socialism and anti-Semitism. In fact, however, the development of climbing and skiing in the Alps owes much to Austrian and German Jews. In art, too, during the first decades of the 20th century, mountains were an important source of spiritual inspiration for painters whose work is central to the evolution of modern art."
"Mark,Peter A.",..T.R.. 09:00AM-10:20AM;,WYL113;,19,7,4,9,NA,3,3,2,0,FALSE,01,ARHA299,Fall2015,HA ART,Graded,None,(AFAM)(AFST-MN)(ARHA-MN)(ARHA)(ARHA-Asian/Isla)(ARHA-Eur/Am/Afr)(ARST)(FRST-MN)(FRST)(RMST),African History and Art,TRUE,"This course traces the art and cultural history of selected West African societies from the 12th century to the early 20th century. Each week we will focus on a single art work, as that work illuminates social and cultural history. The objects will include royal bronze sculpture from the Kingdom of Benin (16th century); a carved ivory vessel from Guin�e or Sierra Leone (16th century); a horned initiation mask made of woven fiber from Senegal (19th century); a map of the Sahara made in Spain by a Jewish artist in 1375. Each object sheds light on the history, religion, and culture of the region from which it comes. The trans-Saharan trade was crucial to both North and West Africa. From Morocco came the Muslim religion, as well as Islamic architecture. In 1445 Portuguese mariners arrived on the Atlantic coast of West Africa. From that moment on, West Africa has been part of a global economy. Already by 1500, the growth of Creole Euro-African communities is reflected in artwork. ""Art"" is best understood in the specific historical context and the culture in which it develops. To us, removed in space and in time from these African societies, architecture, sculpture, and ritual performance help to illuminate the lives of the people we are studying. Ultimately, we will consider such questions as: Does African art exist? What is ""African art""? Who defines art--Africans or Westerners?"
"Siry,Joseph M.",.M.W... 01:10PM-02:30PM;,WYL110;,19,4,4,4,NA,4,4,3,0,FALSE,01,ENVS352,Fall2015,HA ART,Graded,None,(ARHA-MN)(ARHA)(ARHA-Asian/Isla)(ARHA-Eur/Am/Afr)(ARST)(IDEA-MN),"Energy and Modern Architecture, 1850--2015",TRUE,"This seminar seeks to study the evolution of mechanical systems for heating, ventilating, and cooling in modern architecture from the mid-19th century to the present. The aim is to show how architects, engineers, fabricators, and urban governments worked to develop modern systems of environmental controls, including lighting, both as means of improving the habitability of buildings and health of their occupants. The course will trace the adaptation of technical innovations in these fields to the built environment and how those responsible for it sought to manage energy and other resources, such as funds and labor, to create optimal solutions for different building types, such as factories, theaters, assembly halls, office buildings, laboratories, art museums, libraries, and houses of different kinds, including apartment buildings for higher and lower income residents. An important theme will be the relationship of energy systems for individual buildings and urban infrastructure, including water systems, electrical and other utilities. The last part of the course focuses on contemporary green or sustainable architecture, including passive and active solar heating, photovoltaics, energy-efficient cooling, LEED certification, wind and geo-exchange energy, green skyscrapers, vertical farming, and zero carbon cities in the United States, Europe, and Asia."
"Rogan,Clare I.",.....F. 01:10PM-04:00PM;,DAC LIB;,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,ARHA360,Fall2015,HA ART,Graded,None,(AMST)(ARHA-MN)(ARHA)(ARST)(CEAS-Arha/Art)(GRST-MN)(GRST),Museum Studies,TRUE,"This museum studies seminar introduces students to the history of art museums and current debates on the role of museums in today's society, as well as institutional practices and career paths. In addition, students will organize a group exhibition of artwork from the Davison Art Center collection, research objects, and write exhibition labels. The theme for this year's exhibition will be the German Renaissance prints of Albrecht D�rer and his contemporaries including Lucas Cranach and the ""Little Masters."" Students will consider the evolving art market, the effect of the Reformation on image production, the commissions of Emperor Maximilian, and new representations of nature and of the body. Students will study the artwork in the collection and collaboratively define an exhibition theme and select artwork for exhibition."
"Grace,Claire",...W.F. 02:40PM-04:00PM;,WYL113;,19,NA,2,2,NA,NA,2,8,7,FALSE,01,ARHA172,Spring2016,HA ART,Graded,None,(ARHA-MN)(ARHA)(ARST),Memory Image: Introduction to Art (As) History,TRUE,"One premise of art history is that works of art necessarily register or encode the time and place of their making. Some art practices operate historically in more than an artifactual sense, whether by revisiting the art historical past through citation, or by actively responding to the socioeconomic, technological, or cultural conditions of their present. Others engage directly in the project of historical representation and research, recasting these activities through painting, photography, installation, and performance (from experiments in abstraction to queered archives and restaged mass protests). Spanning a series of case studies from post-Holocaust New York School painting to post-Katrina site-specificity, this course provides an introduction to the practice of art history by way of recent works of art that have made the resources (and limitations) of historical methodology a subject of investigation. What is the role of art as historical memory in an increasingly image-soaked world?"
"Birney,Kate",.M.W... 02:40PM-04:00PM;,WYL110;,18,5,5,8,NA,5,3,0,0,FALSE,01,CCIV283,Spring2016,HA CLAS,Graded,None,(ARCP-MN)(ARHA-MN)(ARHA)(ARHA-Asian/Isla)(ARHA-Eur/Am/Afr)(ARST)(CCIV)(CLAS),The Greek Vase as Art and Artifact,TRUE,"This course explores the dual role of the Greek vase--as obj�t d'art and as material culture. The first half of the course will trace the origins and development of Greek vase painting from Mycenaean pictorial vases to the masters of Attic Red Figure, examining the painters, the themes, and (often titillating!) subject matter in its social and historical context. The second half will focus on the vase as an artifact and tool for reconstructing social values and economic trends throughout the Mediterranean. We'll look at rip-offs, knock-offs, how much Attic pottery was really worth, and evaluate the use of pottery as an indicator of immigration or cultural imitation."
"Parslow,Christopher",..T.R.. 09:00AM-10:20AM;,FISK302;,48,5,5,22,NA,5,9,9,15,FALSE,01,CCIV223,Spring2016,HA ART,Graded,None,(ARCP-MN)(ARCP)(ARHA-MN)(ARHA)(ARHA-Asian/Isla)(ARHA-Eur/Am/Afr)(ARST)(CCIV)(CLAS),Survey of Roman Archaeology and Art,TRUE,"This course begins with the art, archaeology, and culture of the Etruscans and their important contributions to the early history of Rome. After a brief examination of the influences of Hellenistic culture on Rome, the course surveys the archaeological evidence illustrating the principal architectural and artistic achievements of the Romans down to the reign of Constantine the Great."
"Katz,Melissa R.",..T.R.. 10:30AM-11:50AM;,WYL112;,35,4,4,3,NA,4,4,10,9,FALSE,01,ARHA209,Spring2016,HA ART,Graded,None,(ARHA-MN)(ARHA)(ARHA-Asian/Isla)(ARHA-Eur/Am/Afr)(ARST)(MDST-MN),Van Eyck to Velazquez: a New Look at Old Masters,TRUE,"This course investigates the art of Northern European and Iberian art in the Early Modern period (1400-1700). Artists thrived in the lands outside of Italy as art markets expanded, new genres arose to appeal to diversified audiences, and changes in religious belief and practices invigorated the market for devotional art. The establishment of overseas empires brought wealth and exotic goods to the continent while exposing artists to new ideas and new ways of picturing the world. Add to this technical innovations such as the development of oil painting and introduction of canvas supports, and the stage was set for the emergence of the great masters whose works we will encounter in this course--including Rogier van der Weyden, Jan van Eyck, Pedro Berruguete, Hieronymus Bosch, Albrecht D�rer, Pieter Bruegel, Rembrandt van Rijn, Diego Velázquez, Johannes Vermeer, and Francisco Zurbarán."
"Katz,Melissa R.",..T.R.. 01:10PM-02:30PM;,WYL115;,19,2,3,-3,NA,2,3,5,4,FALSE,01,ARHA211,Spring2016,HA ART,Graded,None,(ARHA-MN)(ARHA)(ARHA-Asian/Isla)(ARHA-Eur/Am/Afr)(ARST)(MDST-MN)(MDST)(MDST-Art/Arch)(MDST-History)(MDST-Lang/Lit)(MDST-Phil/Reli),"Early Medieval Art: Judaism, Christianity, and Islam in the Mediterranean, 300-1100",TRUE,"This course explores the art and culture of the Mediterranean region from Late Antiquity through the eleventh century. Case studies of four dynamic cities--Islamic C�rdoba, Byzantine Istanbul, Christian Ravenna, and multifaith Jerusalem--will guide our understanding of this pivotal period. Attention will be given to balance between secular and sacred art and architecture, debates over figural and non-figural imagery, and relations between majority and minority cultures around the Mediterranean basin. Topics for discussion include iconoclasm and the triumph of the image, imperial ambitions and the shaping of the landscape, and the circulation of luxury goods as a tool of cultural transformation."
"Gottschalk,Peter S.",..T.R.. 01:10PM-02:30PM;,RSCSEM;,15,2,2,11,NA,4,4,3,NA,FALSE,01,CHUM336,Spring2016,SBS CHUM,Graded,None,(ARST)(RELI),What Makes the Sacred Sacred? The Consequences of the Ultimate Comparison,TRUE,"What are the political, social, and religious consequences when the term ""sacred"" is used to describe an object, place, time, or person? Using examples such as Jewish, Christian, and Muslim views of Jerusalem, Lakota Sioux recognition of wicasa wakan (medicine men), and Hindu engagements with divine images, this seminar will explore this question as well as the translatability of the word for non-Christian and non-Western views of social and cosmic order. Sacred, sacrifice, sacrament, saint, consecrate, sacrilege, desecrate. The many words associated with it demonstrate how the idea of sacredness pervades the English language. ""Sacred"" serves as a common qualifier that implicitly suggests a similarity in the structure of religious practices, experiences, and worldviews, while describing a difference between the mundane and the spiritual or religious. European imperialism projected such a universal use of the notion, whitewashing important divergences with non-Christian religions. So what makes the sacred sacred? And how do communities used notions like (and unlike) sacrality to know and engage natural, human, and superhuman environments? This course is made possible by a grant from the National Endowment for the Humanities. Any views, findings, conclusions, or recommendations expressed in this seminar do not necessarily reflect those of the National Endowment for the Humanities."
"Kuenzli,Katherine M.",.M.W... 02:40PM-04:00PM;,WYL112;,30,4,4,13,NA,5,5,6,6,FALSE,01,ARHA240,Spring2016,HA ART,Graded,None,(ARHA-MN)(ARHA)(ARHA-Asian/Isla)(ARHA-Eur/Am/Afr)(ARST)(COL)(FRST-MN)(FRST),Modernism and Modernity in 19th-Century French Painting,TRUE,"This course looks at factors that contributed to Paris's rise as the preeminent artistic center in the West at the time of the French Revolution and traces the evolution of French art throughout what would prove to be an extraordinary century of formal advance and experiment ending in impressionism and postimpressionism. The story of French art is one in which timeless ideals and triumphal narratives were continually put under pressure by the imperative to model the contingency of modern experience. Themes we will explore in this class include the significance of a public sphere for art making and the relationship between artistic advance and appeals to an ever-widening public; painting and revolution; history painting; the persistence of classical ideals and their relationship to modern subjects and experience; the new focus on sensation and the rise of landscape painting; the decline of narrative in painting in favor of form and surface; the relationship between modern art and academic practice; the rise of feminism and attempts on the part of women artists to find their own voice in a masculine practice; the conflict between the unabashed pursuit of artistic individualism and the need to define collective values and experience; the significance of the decorative to painting at the end of the century; and the relationship between art's embrace of privacy, domesticity, and intimacy at the end of the century and France's revolutionary legacy."
